file,timestamp,lat,lng,discription
shen/01.jpg,2025-04-22T12:38:00,35.6763918,139.735699,TBS外
shen/02.jpg,2025-04-22T14:08:00,35.6763918,139.735699,TBS中
shen/03.jpg,2025-04-25T14:58:00,35.7146356,139.761736,研究室で食べた新しいお菓子
shen/04.jpg,2025-04-27T16:37:00,35.7250908,139.752834,家のプロジェクターやっと使い始めた
shen/05.jpg,2025-04-28T14:59:00,35.6846341,139.701152,初めて鉄緑会見た
shen/06.jpg,2025-04-29T15:02:00,35.7250908,139.752834,クーリッシュの抹茶ラテ味！
shen/07.jpg,2025-04-30T13:11:00,35.71455145,139.7588028,振動スピーカで砂を動かした
shen/08.jpg,2025-04-30T17:10:00,35.71672171,139.7688885,かわいい色の花
shen/09.jpg,2025-05-01T18:34:00,35.72406501,139.7535038,妹が料理してた
shen/10.jpg,2025-05-04T11:43:00,35.58931078,139.7516022,初めて光造形使ってみた
shen/11.jpg,2025-05-04T14:04:00,35.58931078,139.7516022,初めてフライパンでクレープ焼いた
shen/12.jpg,2025-05-04T14:12:00,35.58931078,139.7516022,マイコンでレーザーポインタ光らせた
shen/13.jpg,2025-05-04T15:13:00,35.58931078,139.7516022,
shen/14.jpg,2025-05-05T13:33:00,35.67619206,139.7457793,
shen/15.jpg,2025-05-05T14:03:00,35.66563452,139.7272675,
shen/16.jpg,2025-05-05T15:20:00,35.66563452,139.7272675,
shen/17.jpg,2025-05-05T17:37:00,35.70162101,139.7035367,
shen/18.jpg,2025-05-05T18:52:00,35.65974753,139.6978076,
shen/19.jpg,2025-05-05T19:10:00,35.66775497,139.6975622,
shen/20.jpg,2025-05-07T20:45:00,35.7225466,139.7525294,
shen/21.jpg,2025-05-08T21:28:00,35.72478921,139.7529394,
shen/22.jpg,2025-05-11T12:05:00,35.65771244,139.7004093,
shen/23.jpg,2025-05-11T19:22:00,35.65771244,139.7004093,
shiotani/01.JPG,2025-04-22T15:47:00,35.71444,139.76192,
shiotani/02.JPG,2025-04-22T18:50:00,35.59416,139.60695,
shiotani/03.JPG,2025-04-22T18:56:00,35.59357,139.60945,
shiotani/04.JPG,2025-04-24T20:59:00,35.59363,139.60951,
shiotani/05.JPG,2025-04-27T14:20:00,35.39002,139.43303,
shiotani/06.JPG,2025-04-28T22:46:00,35.59363,139.60951,
shiotani/07.JPG,2025-04-30T12:36:00,35.61299,139.62698,
shiotani/08.JPG,2025-05-01T16:26:00,35.6986,139.77092,
shiotani/09.JPG,2025-05-03T11:08:00,35.59377,139.6095,
shiotani/10.JPG,2025-05-03T17:29:00,34.71738,135.41856,
shiotani/11.JPG,2025-05-04T10:18:00,34.65071,135.38539,
shiotani/12.JPG,2025-05-04T10:56:00,34.65093,135.3843,
shiotani/13.PNG,2025-05-07T19:56:00,35.52664,139.43608,
shiotani/14.JPG,2025-05-10T18:10:00,35.5861,139.49292,
shiotani/15.JPG,2025-05-13T12:24:00,35.5861,139.49292,
takase/01.jpg,2025-04-25T16:13:00,35.70768,139.76283,
takase/02.jpg,2025-04-26T21:34:00,35.70701,139.7598,
takase/03.jpg,2025-04-26T21:34:00,35.7072,139.75984,
takase/04.jpg,2025-04-27T11:57:00,35.71431,139.76164,
takase/05.jpg,2025-04-27T16:02:00,35.71426,139.76176,
takase/06.jpg,2025-04-27T14:37:00,35.70804,139.76277,
takase/07.jpg,2025-04-27T20:30:00,35.70728,139.76497,
takase/08.jpg,2025-04-27T20:30:00,35.70726,139.765,
takase/09.jpg,2025-04-27T20:51:00,35.70823,139.76994,
takase/10.JPG,2025-05-03T13:01:00,35.66816,139.59975,
takase/11.JPG,2025-05-05T11:36:00,35.18191,138.27386,
takase/12.JPG,2025-05-06T8:36:00,34.97174,138.38916,
takase/13.JPG,2025-05-08T12:18:00,35.64229,139.69772,
takase/14.JPG,2025-05-11T15:52:00,35.30587,139.48274,
takase/15.JPG,2025-05-11T16:02:00,35.30159,139.48074,
takase/16.JPG,2025-05-11T16:33:00,35.2997,139.4796,
kato/01.PNG,2025-04-23T14:58:00,35.67022,139.8192,
kato/02.jpg,2025-04-24T16:21:00,35.71109,139.76488,
kato/03.jpg,2025-04-26T14:28:00,35.60841,139.6663,
kato/04.jpg,2025-05-01T17:54:00,35.68104,139.76721,
kato/05.jpg,2025-05-01T21:33:00,34.421691,135.11445,
suzuki/01.jpg,2025-04-23T10:40:00,35.71242,139.76116,
suzuki/02.jpg,2025-04-23T12:30:00,35.71196,139.7594,
suzuki/03.jpg,2025-04-23T18:46:00,35.7122,139.7607,
suzuki/04.jpg,2025-04-24T00:50:00,35.66195,139.67444,
suzuki/05.jpg,2025-04-24T14:08:00,35.66195,139.67445,
suzuki/06.jpg,2025-04-25T12:13:00,35.65889,139.68391,
suzuki/07.jpg,2025-04-26T19:38:00,35.65681,139.70216,
suzuki/08.jpg,2025-04-27T15:34:00,35.65324,139.71364,
suzuki/09.jpg,2025-04-27T18:51:00,35.5735,139.65834,
suzuki/10.jpg,2025-04-28T10:29:00,35.71477,139.76288,
suzuki/11.jpg,2025-04-28T18:43:00,35.70711,139.76045,
suzuki/12.jpg,2025-04-29T15:06:00,35.662,139.67444,
suzuki/13.jpg,2025-05-01T14:28:00,35.7143,139.7766,
suzuki/14.jpg,2025-05-03T13:56:00,35.7158,139.5115,
suzuki/15.jpg,2025-05-04T14:51:00,35.66699,139.74022,
suzuki/16.jpg,2025-05-06T20:07:00,35.662,139.67444,
suzuki/17.jpg,2025-05-07T14:12:00,35.65962,139.67899,
suzuki/18.jpg,2025-05-08T13:11:00,35.70253,139.61664,
suzuki/19.jpg,2025-05-09T20:38:00,35.70713,139.76062,
suzuki/20.jpg,2025-05-10T11:35:00,35.67442,139.76662,
suzuki/21.jpg,2025-05-12T10:37:00,35.71278,139.75954,
